TID,Tweets,Label
5.32E+17,pentagon officials skeptical over iraqi claims of wounded islamic state leader  isis ,2
6.94E+17,study: 90% of workplace injuries caused by bare-knuckle boxing,3
5.35E+17,raven symone blasts bill cosby rape story ,1
6.93E+17,retreating clinton campaign torches iowa town to slow advance of sanders volunteers ,3
7.67E+17,part 1: nate diaz part 2: conor mcgregor can we expect a trilogy? ,3
5.37E+17,afghan woman kills 25 taliban rebels to avenge her son’s murder ,2
5.32E+17,"no, vladimir putin has not been driving round in a motorcade shaped like a penis ",1
7.63E+17,hillary surroagte bob beckel calls for assassination of julian assange ,2
5.58E+17,"the asiago ranch is a ‘wich of art. call us leonardo da ranchi. actually, please don’t. ",2
6.65E+17,"breaking: hollande decides state of emergency for all of france, borders closed.  ",3
2.96E+17,a photo of black nurses saving the life of a kkk member. ,1
4.90E+17,"mh17 was shot down by ""terrorists,"" an advisor to ukraine’s minister of internal affairs says ",1
5.48E+17,"viral video: prankster joshpalerlin gave homeless man $100, was shocked by results ",2
5.16E+17,hong kong's pro-democracy protesters use 'hands up don't shoot' symbol of ferguson via gettyimages occupycentral ,2
6.91E+17,greek islanders to be nominated for nobel peace prize ,3
5.70E+17,confirmed: jamie dornan not leaving fifty shades of grey fiftyshades jamiedornan ,1
5.25E+17,uniformed canadian soldier shot at war memorial in ottawa.,0
5.55E+17,tragic: nearly 70 people died at a funeral after drinking contaminated beer: ,1
7.12E+17,keith richards 'once pulled a knife on donald trump' says rolling stones' ex-event promoter ,2
7.67E+17,"a golden send-off. in his final olympics, carmelo anthony becomes the first man to win three hoops gold medals. ",3
4.07E+17,"r.i.p. to roger rodas, the guy that died with paul walker. he's human too ",0
4.90E+17,"latest: malaysia airlines mh17 shot down by a surface-to-air missile, u.s. officials say ",1
6.94E+17,"tedcruz: marcorubio ""broke his promise to the american people"" on immigration cnnsotu ",3
6.93E+17,we’ve still got to make sure women aren’t penalized or held back in the workplace simply for starting a family.  —potus womensucceed,3
5.19E+17,are two hewlett-packards better than one? how the new h-ps would look: ,0
6.94E+17,"kate winslet and leonardo dicaprio sagawards embrace, we repeat kate and leo sag awards embrace. ",3
3.19E+17,a photo of black nurses saving the life of a kkk member. ,1
6.42E+17,apple just invented the pencil. appleevent ,3
5.31E+17,feel good story: u.s. airstrikes 'hit isis leader'. terror group chief 'critically wounded' ,2
5.16E+17,"hong kong's protesters are using the ""hands up, don't shoot"" gesture from ferguson ",2
5.32E+17,employee says manager bans slang at chick-fil-a. ,1
6.92E+17,an american woman on vacation in grenada was killed after she was attacked by a man with a machete. ,3
6.92E+17,some wednesdaywisdom from thelionking,3
5.70E+17,stop rumors: jamie is not leaving fifty shades and him and amelia are still in love. everything's fine for jamie! ,1
5.32E+17,just your monday reminder that doritos-flavored mountain dew exists. ,0
5.40E+17,who killed deandre joshua - and why? still more questions than answers regarding 20-year-old murdered in ferguson ,1
6.91E+17,changing jobs? going back to school? small business owner? here's how the affordable care act is working for you. ,3
7.05E+17,"tons of people searching ""how to move to canada"" following trump, clinton wins ",2
5.57E+17,perfect photos even at 30 mph with optical image stabilization. galaxynote4 ,2
7.56E+17,ohio police officer served sandwich containing shards of glass – officer has been hospitalized - rncincle ,2
5.15E+17,"2,000,000 views incoming… rt unboxtherapy: iphone 6 plus bend test - ",1
7.43E+17,gay muslim democrat terrorist threatened to kill his classmates. when he was 10. but nra or something. ,2
5.05E+17,"quebec city, seattle, and toronto to join las vegas in 2017 nhl expansion, number of nhl teams will be raised to 34. (howard bloom)",1
4.90E+17,first photo from the malaysia airlines crash site in ukraine. via reuters mh17,1
5.31E+17,holy shit. doritos flavored mountain dew. all is lost. abandon all hope.,0
5.00E+17,in what world do you let a cop who killed someone leave town? ferguson,2
6.93E+17,this young warriors fan wants riley curry to be his valentine. what does pops have to say about that? ,3
6.90E+17,"suspected suicide car bomb blast near russian embassy in afghan capital, kabul - reports ",3
6.93E+17,the on air broadcast premiere of zaynmalik's pillowtalk is on mtv at 8:15p. be there,3
5.25E+17,"this photo was taken by a tourist at the national war memorial, shortly before nathan cirillo was shot and killed.",0
4.90E+17,here's the passenger breakdown by nationality: mh17,1
7.33E+17,here's an interesting look at $tgt target's stock price since it implemented it's transgender bathroom policy... ,2
5.25E+17,the scene at the war memorial in ottawa ,0
5.14E+17,"florida woman pays $20,000 for third breast ",1
3.59E+17,this week's top story: george zimmerman wins florida state lottery ,1
5.48E+17,"will you be able to float on jan. 4, 2015, aka zero g day? hint: no. ",1
5.50E+17,transgender teen leaves heartbreaking suicide note on tumblr before getting hit by a truck: ,2
7.28E+17,surprise!target stock drops since transgender bathroom policy ,2
5.33E+17,"bruh, just chill. did you see the slang words this chick-fil-a manager banned?",1
5.19E+17,hewlett-packard announces it will break in two ,0
4.07E+17,rip to the driver who died with paulwalker that no one cares about because he wasn't famous.,0
5.24E+17,"breaking news: banksy not arrested, cover not blown.",1
5.00E+17,"possible ""robbery"" took place and bam! like magic it's as if another unarmed black youth being murdered has been forgotten smh ferguson",2
5.15E+17,"if you put an iphone 6 in your pocket, it may not come out the same shape ",1
7.78E+17,will ny ag investigate clinton campaign credit card fraud re elderly donors? ,2
5.19E+17,mexico security forces hunting 43 missing students after clashes with police find mass grave ,1
5.17E+17,a new ios 8 bug is deleting users' icloud documents. ,2
6.91E+17,"five people killed and two others seriously wounded in school shooting in western canada, pm justin trudeau says ",3
7.15E+17,open letter to trump voters from his top strategist-turned-defector - amazing first person account  via xojanedotcom,2
5.39E+17,ugh. abc reportedly paid darrenwilson a 'mid to high' six figure fee for his interview:  ht senorchompers ferguson,1
5.00E+17,ferguson police: officer involved in fatal shooting of michael brown didn't know he was suspect in alleged robbery. ,2
3.52E+17,"paula deen moves to have discrimination suit dismissed. just in time for her new book ""how to cook a jew"".",1
5.25E+17,rcmp news conference on #ottawa shootings expected to begin momentarily. watch live,0
6.94E+17,obama gently guides michelle’s hand as she maneuvers drone joystick ,3
6.94E+17,the times editorial board endorses hillary clinton for the democratic nomination via nytopinion,3
5.38E+17,canadian mayor tells muslim to pound pork. refuses to remove pork from school canteen. ,1
5.05E+17,"still waiting for tupac to accept my als ice bucket challenge. bruh, i know you're still alive.",1
6.93E+17,most companies pay little attention to how employees are feeling. this is a mistake. ,3
7.29E+17,the retail giant has taken huge hits as consumers react to their misguided bathroom policy. ,2
6.88E+17,"caitlyn jenner mourns the loss of bruce: ""maybe he didn't deserve to be gone."" ",3
6.44E+17,the closest that adults can get to believing in santa claus again is when they forget that they’ve ordered something from amazon.,3
6.94E+17,"phil robertson: ""the reason i'm going for tedcruz is that cruz loves god and james madison."" teamcavuto ",3
3.87E+17,"fox: obama offers ""to pay out of his own pocket for the museum of muslim culture."" their source: a satire website ",1
6.93E+17,"erm, will, that's not quite what we asked. let us know where you stand on batman and superman with 'empirebvs'. ",3
5.04E+17,report: nhl expansion to las vegas ‘a done deal’ ,1
5.24E+17,"walmart donates $10,000 to #darrenwilson fund to continue police racial profiling, brutality, murder of black ppl ",1
3.56E+17,obama files federal charges against george zimmerman  that's my president! yaass praise the lord.,1
5.19E+17,corporations have sold or spun off $1.6 trillion worth of subsidiaries & biz lines this year. ,0
5.31E+17,breaking news: isis terror group confirmed its leader abu bakr al-baghdadi has been injured in a us air strike yesterday - channel 2,2
5.05E+17,icebucketchallenge donations exceed $94 million. thank you for your support! ,1
5.39E+17,lots of tweets that darren wilson paid by abc for interview. abc told brianstelter not 1 & i've seen no credible reporting to contrary,1
6.84E+17,photos of the day,3
7.66E+17,"judge issues search warrants, seizure of passports for 2 us swimmers, including ryan lochte, around alleged robbery. ",3
5.22E+17,cops swarm 7thheaven star stephen collins' home after suicide report ,1
6.94E+17,"boko haram burned children alive in attack on nigerian village, witness says ",3
5.54E+17,breaking: gunman at paris store threatens to kill hostages if charliehebdo suspects are harmed. ,2
6.94E+17,"officials: boko haram burns kids alive in nigeria, kill 86 people: ",3
5.54E+17,"afp reports there are 2 dead, and 5 hostages being held in the kosher store in eastern paris; separate incident to charlie hebdo shooters.",2
5.25E+17,canada parliament shooting: - active shooter - 3 separate shooting sites - 3 injd - multiple gunmen - 1 soldier dead ,0
6.92E+17,apple reports slowest iphone sales growth since product's 2007 launch,3
6.91E+17,pentagon holds gala to celebrate 25 years of bombing iraq ,3
6.92E+17,sad man tears 2 bananas off larger bunch,3
5.37E+17,this letter to parents from a 1970s lego set is years ahead of its time ,0
5.37E+17,lego letter from the 1970s still offers a powerful message to parents 40 years later ,0
5.24E+17,win: macy's stops stocking sodastream bds palestine aicnews ,1
5.14E+17,florida woman surgically adds third breast in bid to become reality tv star,1
7.16E+17,"hearing that bernie sanders flipped clark county in nevada at state convention, may have won the entire state feelthebern",2
6.92E+17,"greece has ""seriously neglected"" obligations to control external borders, european commission says in draft report ",3
